,match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1_winp_team2_last15,match_winners,t1_total_runs5,t1_total_wkts5,t1_bat_per5,t1_bowl_perf5,t1_eff_ply5,t1_perf_5,t2_total_runs5,t2_total_wkts5,t2_bat_per5,t2_bowl_perf5,t2_eff_ply5,t2_perf_5,t1_total_runs10,t1_total_wkts10,t1_bat_per10,t1_bowl_perf10,t1_eff_ply10,t1_perf_10,t2_total_runs10,t2_total_wkts10,t2_bat_per10,t2_bowl_perf10,t2_eff_ply10,t2_perf_10,t1_total_runs15,t1_total_wkts15,t1_bat_per15,t1_bowl_perf15,t1_eff_ply15,t1_perf_15,t2_total_runs15,t2_total_wkts15,t2_bat_per15,t2_bowl_perf15,t2_eff_ply15,t2_perf_15,team1_winp_team2_last5,team1_winp_team2_last10,ground5,ground10,ground15,toss_winners
0,9331181,Ba,11283,9373356.0:7857520.0:4232164.0:4566540.0:3299407.0:232000.0:7883504.0:8725723.0:7878989.0:2526390.0:8725730.0:4017523.0,Hl Ph,12634,3500958.0:4231751.0:2735081.0:2035102.0:3698337.0:5058192.0:6844718.0:4566526.0:6596582.0:4161975.0:7952804.0:8465057.0,Hl Ph,12634,Hl Ph,field,Hr Ct Sm Ie,Indore,2022-10-20,day/night match,Sd Mq Ai Ty,2022/23,7398,1.6666666666666667,0.6721311475409836,100.0,1,60.800000000000004,3.6,1.0,0.8750414804794184,5.552917382855255,0.3936463665056965,27.400000000000002,2.2,1.0,0.21270726698860698,2.742955391249579,1.212707266988607,52.5,3.7,0.9252536566780664,1.0,5.466184528724169,1.9689201288999758,44.0,2.2,1.0,0.015539935550012065,2.7822731603397686,1.015539935550012,46.466666666666676,4.2,0.765868624099354,1.0,5.239477677227702,2.3192217301156703,32.26666666666667,2.533333333333333,1.0,0.07231130795373185,2.7818292747083353,1.0723113079537319,100.0,100.0,1.0,1.0,1.0,1
1,8797060,Ed,20,2089079.0:6139370.0:2076192.0:62432.0:2083409.0:172199.0:2022957.0:1482998.0:1711492.0:4507208.0:3231437.0,Wt Is,41,4690258.0:4069666.0:4230127.0:1942317.0:1613926.0:2740408.0:4739552.0:5744850.0:4690104.0:3715697.0:3468870.0,Ed,20,Wt Is,field,Kn Ol Bn Bs,Bridgetown,2022-01-23,day/night match,Ed tr of Wt Is,2021/22,1406,1.2857142857142858,1.9523809523809523,50.0,0,140.6,4.4,1.0,0.8422452840190031,9.45401582542719,0.43751187360018917,138.0,7.6,1.0,0.7083254175998739,9.528552632204617,0.8541627087999369,164.29999999999998,6.1,1.0,0.48784853965871666,10.120646012627043,0.11703897764026683,138.20000000000002,6.9,1.0,0.9219740149064888,10.393670344238862,1.9219740149064888,177.33333333333334,6.266666666666667,1.0,0.4739006907350469,10.184625606524458,0.08212763647596866,143.86666666666667,6.800000000000001,0.9452482423493541,1.0,10.373847559607606,4.863120605873386,50.0,50.0,0.0,0.0,0.0,1
2,9433269,We,10576,3298427.0:2288789.0:7773338.0:3519011.0:3681957.0:7671313.0:5320118.0:2922611.0:7184232.0:7661996.0:6240632.0,Ne,8987,4003390.0:1749075.0:1626526.0:4172447.0:5516720.0:7328110.0:125915.0:130437.0:7507303.0:4420828.0:5652828.0,We,10576,Ne,field,Tt Be Nm,Nottingham,2023-06-02,day/night match,Vy Bt,2023,251,0.8571428571428571,0.6721311475409836,0.0,0,151.8,5.2,1.0,0.8087080176806233,8.562801582466012,0.38322214901442897,118.39999999999999,5.599999999999999,0.7445185673237139,1.0,9.129609408695513,1.744518567323714,167.2,4.9,1.0,0.5614582333930391,8.441536711644346,0.29983361634768335,119.4,5.199999999999999,0.8800665534609267,1.0,8.75612639253546,3.7601331069218533,151.4,5.133333333333333,1.0,0.5874305033987257,8.359239632648446,0.3832713292849971,114.06666666666666,4.933333333333333,0.8466914682860012,1.0,8.518012210251937,6.463420139001005,0.0,0.0,0.0,0.0,0.0,1
3,9587073,Ga An Ws,36084,8127230.0:4690328.0:4069666.0:7960847.0:4690188.0:4739580.0:4739552.0:5744850.0:2294823.0:9266102.0:284339.0,Bs Rs,36070,3462080.0:2436405.0:1798705.0:7550857.0:5742470.0:2740408.0:3575774.0:3200756.0:334963.0:6399210.0:6347494.0,Ga An Ws,36084,Ga An Ws,bat,Bn La Sm Ta Td,Tarouba,2023-09-10,day match,Cn Pr Le,2023,14300,2.1666666666666665,1.975609756097561,50.0,0,150.0,8.200000000000001,0.6965072554720247,1.0,10.41376655311755,0.7889149854016893,110.39999999999999,8.6,0.4740566763988738,1.0,8.714145687344805,1.4740566763988738,133.4,6.200000000000001,1.0,0.835920586074787,9.894604450907607,1.3141827566386537,141.79999999999998,8.4,0.5619390811204489,1.0,8.883873274761422,4.685817243361346,124.33333333333333,5.533333333333333,1.0,0.9430603867057971,9.356507751762775,1.5539874238314817,130.73333333333335,7.800000000000001,0.5560035931910053,1.0,8.764738009425601,4.668010779573016,50.0,50.0,0.0,0.0,0.0,0
4,9516457,Pb Ks,30407,8127181.0:197658.0:4239038.0:2398346.0:5053082.0:4640824.0:5038046.0:8180500.0:2035102.0:3851518.0:7881845.0:7453697.0,Gt Ts,48341,1958683.0:7491224.0:8059029.0:4377610.0:2252452.0:2966879.0:5554254.0:4690230.0:3373285.0:3759846.0:6496482.0,Gt Ts,48341,Gt Ts,field,Pb Ct An IS Ba Sm Mi Ch,Chandigarh,2023-04-13,night match,In Pr Le,2023,7118,0.8181818181818182,1.3278688524590163,0.0,1,189.59999999999997,7.4,1.0,0.5635588934663651,9.931707794604836,0.5183256916061758,154.39999999999998,4.8,1.0,0.740837154196912,9.08524549127994,3.481674308393824,176.6,7.2,1.0,0.47595328374771534,10.460444020698525,0.9437450994162189,156.6,6.0,1.0,0.6225019602335125,9.305320419391698,4.056254900583781,168.39999999999998,6.866666666666666,1.0,0.36959980490381794,10.485321684687394,0.7526683596364925,146.13333333333335,5.666666666666668,1.0,0.7849518972467165,9.171197153515878,4.4623797431167915,0.0,0.0,1.0,1.0,1.0,1
5,9457412,Ka Ts,42573,393371.0:1594347.0:9470873.0:7960847.0:4403426.0:2614779.0:305143.0:4403503.0:4731628.0:2436356.0:2436776.0,Cm Cs,40424,7864009.0:4502392.0:6551978.0:2820957.0:2804122.0:3125506.0:8072056.0:7084972.0:2875354.0:6149268.0:393182.0,Cm Cs,40424,Cm Cs,field,Se Ba Nl Sm Mr,Dhaka,2023-01-09,night match,Bh Pr Le,2022/23,14188,1.0,1.0,50.0,1,113.8,5.2,1.0,0.5107969942716848,8.24245568282775,0.17662664522007332,97.39999999999999,5.2,1.0,0.6467467095598534,8.466799880921933,0.0,103.80000000000003,6.1,1.0,0.5075771660453097,8.523016235639494,0.09063275131187809,78.5,3.0,1.0,0.8187344973762439,7.833063134334892,0.0,78.60000000000001,5.4,1.0,0.37447725672399984,8.369099214167937,0.045715399128043455,61.33333333333333,2.0,1.0,0.9085692017439132,7.490378025295899,0.0,50.0,50.0,1.0,1.0,1.0,1
6,9292548,Aa,27,7537004.0:37351.0:1870357.0:2275195.0:4635658.0:6249256.0:1611364.0:5788320.0:3429236.0:2656541.0:2018001.0,Ia,55,2954769.0:238727.0:1776627.0:3125562.0:4377610.0:210328.0:3882850.0:2733380.0:2282125.0:4377694.0:3011735.0,Ia,55,Ia,field,Rv Gi Il Sm Ul Hd,Hyderabad,2022-09-25,night match,Aa tr of Ia,2022,13880,0.7,1.4878048780487805,50.0,1,149.20000000000002,5.8,0.5269205999929965,1.0,9.979022840524863,0.04818584877090937,180.0,6.0,1.0,0.9036283024581813,9.848584039786076,3.8072566049163625,174.6,5.8999999999999995,0.779577966743962,1.0,10.475472668493843,0.19099556786173788,190.70000000000002,6.6,0.8726696214255081,1.0,10.13695809525566,8.427013296414787,164.86666666666665,5.6,0.7269510828077195,1.0,10.370472925892638,0.23418217298990207,206.4,6.266666666666667,1.0,0.882908913505049,10.363510703172668,10.355999024277768,50.0,50.0,0.0,0.0,0.0,1
7,9271758,Ja Ks,47501,6818622.0:5490596.0:6551978.0:4403545.0:298612.0:1634611.0:3162487.0:8067002.0:7968225.0:8072056.0:4403573.0,Ge Gs,47494,6517118.0:4403531.0:4932864.0:2214792.0:7520344.0:3364234.0:1594319.0:305143.0:2270519.0:3008179.0:6686658.0,Ja Ks,47501,Ja Ks,bat,R Pa Sm Co,Colombo,2022-12-18,day match,La Pr Le,2022/23,7041,0.9090909090909092,1.4878048780487805,40.0,0,175.40000000000003,5.3999999999999995,0.6507526469511917,1.0,9.114582581386923,0.6967038043030982,89.0,7.0,0.651648097848451,1.0,7.380648519450443,0.8258240489242255,145.9,6.000000000000001,0.8334391194376516,1.0,8.641940456998745,0.19517207405118242,73.69999999999999,5.5,0.9349426419829391,1.0,6.971515582632901,0.9674713209914696,142.6,5.0666666666666655,0.596618305468313,1.0,8.251616298515918,0.42853119677456775,77.33333333333333,4.266666666666667,1.0,0.8571562677418108,6.608010542646067,0.9285781338709054,40.0,40.0,1.25,1.5,1.5,0
8,9331048,Hl Ph,12634,3500958.0:4231751.0:2735081.0:3698337.0:5058192.0:2035102.0:6844718.0:8228296.0:4566526.0:6596582.0:8465057.0:4161975.0,Sa,14860,9098571.0:227793.0:5977026.0:8442244.0:1663885.0:4192558.0:6698110.0:9009265.0:3691547.0:2733401.0:4141556.0:6785582.0,Hl Ph,12634,Sa,field,Hr Ct Sm Ie,Indore,2022-10-18,day/night match,Sd Mq Ai Ty,2022/23,7398,0.2727272727272727,0.5061728395061729,0.0,0,27.400000000000002,2.2,1.0,0.010051775568185454,2.742955391249579,0.0,66.80000000000001,1.4,1.0,0.0,3.9033374547280655,0.0,44.0,2.2,1.0,0.02782782528310942,2.7822731603397686,1.6060652227272945,73.8,2.3,1.0,0.1969673886363527,4.168091741412725,1.7954510829545292,32.26666666666667,2.533333333333333,1.0,0.09600124290410432,2.7818292747083353,1.7085984947542925,76.33333333333333,1.9333333333333336,1.0,0.14570075262285367,3.686139368984078,1.7185511289342807,0.0,0.0,0.0,0.0,0.0,1
9,9123162,Id,216,2124002.0:2123974.0:7695666.0:6729862.0:6496412.0:2436251.0:3685100.0:2921680.0:2550414.0:6496482.0:8609684.0,Ia,55,3479860.0:5043310.0:3125562.0:4377610.0:210328.0:7422673.0:3882850.0:2282125.0:4859490.0:3011735.0:8725709.0,Ia,55,Ia,field,Te Ve Me Dn,Dublin,2022-06-26,day match,Ia tr of Id,2022,6831,0.3478260869565217,0.5061728395061729,0.0,1,98.8,6.4,0.6996416154686884,1.0,8.318590613109102,0.47563677717435615,203.20000000000002,7.0,1.0,0.7621816114128219,10.21582264456014,4.405454028532055,97.3,6.0,0.9170452071547175,1.0,8.00732413600504,0.10778079792654771,186.80000000000004,7.3999999999999995,0.9568876808293809,1.0,10.511933878920484,6.849106882902833,109.46666666666667,5.066666666666666,0.6877505055147637,1.0,8.317375033704254,0.1883225600750521,184.2666666666667,7.2,0.9246709759699792,1.0,10.668901634993796,6.736348415894927,0.0,0.0,0.0,0.0,0.0,1
